"ID";"TypeOfBankruptcy";"Regions";"Periods";"PronouncedBankruptcies_1"
"46783";"A047597";"CR31  ";"2020JJ00";"      13"
"46784";"A047597";"CR31  ";"2021MM01";"       0"
"46785";"A047597";"CR31  ";"2021MM02";"       1"
"46786";"A047597";"CR31  ";"2021MM03";"       1"
"46787";"A047597";"CR31  ";"2021KW01";"       2"
"46788";"A047597";"CR31  ";"2021MM04";"       2"
"46789";"A047597";"CR31  ";"2021MM05";"       1"
"46790";"A047597";"CR31  ";"2021MM06";"       0"
"46791";"A047597";"CR31  ";"2021KW02";"       3"
"46792";"A047597";"CR31  ";"2021MM07";"       0"
"46793";"A047597";"CR31  ";"2021MM08";"       0"
"46794";"A047597";"CR31  ";"2021MM09";"       0"
"46795";"A047597";"CR31  ";"2021KW03";"       0"
"46796";"A047597";"CR31  ";"2021MM10";"       0"
"46797";"A047597";"CR31  ";"2021MM11";"       4"
"46798";"A047597";"CR31  ";"2021MM12";"       0"
"46799";"A047597";"CR31  ";"2021KW04";"       4"
"46800";"A047597";"CR31  ";"2021JJ00";"       9"
"46801";"A047597";"CR31  ";"2022MM01";"       0"
"46802";"A047597";"CR31  ";"2022MM02";"       0"
"46803";"A047597";"CR31  ";"2022MM03";"       1"
"46804";"A047597";"CR31  ";"2022KW01";"       1"
"46805";"A047597";"CR31  ";"2022MM04";"       0"
"46806";"A047597";"CR31  ";"2022MM05";"       0"
"46807";"A047597";"CR31  ";"2022MM06";"       0"
"46808";"A047597";"CR31  ";"2022KW02";"       0"
"46809";"A047597";"CR31  ";"2022MM07";"       1"
"46810";"A047597";"CR31  ";"2022MM08";"       0"
"46811";"A047597";"CR31  ";"2022MM09";"       3"
"46812";"A047597";"CR31  ";"2022KW03";"       4"
"46813";"A047597";"CR31  ";"2022MM10";"       4"
"46814";"A047597";"CR31  ";"2022MM11";"       0"
"46815";"A047597";"CR31  ";"2022MM12";"       0"
"46816";"A047597";"CR31  ";"2022KW04";"       4"
"46817";"A047597";"CR31  ";"2022JJ00";"       9"
"46818";"A047597";"CR31  ";"2023MM01";"       0"
"46819";"A047597";"CR31  ";"2023MM02";"       0"
"46820";"A047597";"CR31  ";"2023MM03";"       1"
"46821";"A047597";"CR31  ";"2023KW01";"       1"
"46822";"A047597";"CR31  ";"2023MM04";"       1"
"46823";"A047597";"CR31  ";"2023MM05";"       0"
"46824";"A047597";"CR31  ";"2023MM06";"       1"
"46825";"A047597";"CR31  ";"2023KW02";"       2"
"46826";"A047597";"CR31  ";"2023MM07";"       1"
"46827";"A047597";"CR31  ";"2023MM08";"       1"
"46828";"A047597";"CR31  ";"2023MM09";"       0"
"46829";"A047597";"CR31  ";"2023KW03";"       2"
"46830";"A047597";"CR31  ";"2023MM10";"       1"
"46831";"A047597";"CR31  ";"2023MM11";"       0"
"46832";"A047597";"CR31  ";"2023MM12";"       1"
"46833";"A047597";"CR31  ";"2023KW04";"       2"
"46834";"A047597";"CR31  ";"2023JJ00";"       6"
"46835";"A047597";"CR31  ";"2024MM01";"       0"
"46836";"A047597";"CR31  ";"2024MM02";"       1"
"46837";"A047597";"CR31  ";"2024MM03";"       1"
"46838";"A047597";"CR31  ";"2024KW01";"       2"
"46839";"A047597";"CR31  ";"2024MM04";"       1"
"46840";"A047597";"CR31  ";"2024MM05";"       0"
"46841";"A047597";"CR31  ";"2024MM06";"       0"
"46842";"A047597";"CR31  ";"2024KW02";"       1"
"46843";"A047597";"CR31  ";"2024MM07";"       1"
"46844";"A047597";"CR31  ";"2024MM08";"       1"
"46845";"A047597";"CR31  ";"2024MM09";"       1"
"46846";"A047597";"CR31  ";"2024KW03";"       3"
"46847";"A047597";"CR31  ";"2024MM10";"       0"
"46848";"A047597";"CR31  ";"2024MM11";"       1"
"46849";"A047597";"CR31  ";"2024MM12";"       1"
"46850";"A047597";"CR31  ";"2024KW04";"       2"
"46851";"A047597";"CR31  ";"2024JJ00";"       8"
"46852";"A047597";"CR31  ";"2025MM01";"       2"
"46853";"A047597";"CR31  ";"2025MM02";"       1"
"46854";"A047597";"CR32  ";"2009MM01";"       2"
"46855";"A047597";"CR32  ";"2009MM02";"       3"
"46856";"A047597";"CR32  ";"2009MM03";"       4"
"46857";"A047597";"CR32  ";"2009KW01";"       9"
"46858";"A047597";"CR32  ";"2009MM04";"       2"
"46859";"A047597";"CR32  ";"2009MM05";"       5"
"46860";"A047597";"CR32  ";"2009MM06";"       2"
"46861";"A047597";"CR32  ";"2009KW02";"       9"
"46862";"A047597";"CR32  ";"2009MM07";"       4"
"46863";"A047597";"CR32  ";"2009MM08";"       8"
"46864";"A047597";"CR32  ";"2009MM09";"      11"
"46865";"A047597";"CR32  ";"2009KW03";"      23"
"46866";"A047597";"CR32  ";"2009MM10";"       5"
"46867";"A047597";"CR32  ";"2009MM11";"       3"
"46868";"A047597";"CR32  ";"2009MM12";"       1"
"46869";"A047597";"CR32  ";"2009KW04";"       9"
"46870";"A047597";"CR32  ";"2009JJ00";"      50"
"46871";"A047597";"CR32  ";"2010MM01";"       4"
"46872";"A047597";"CR32  ";"2010MM02";"       4"
"46873";"A047597";"CR32  ";"2010MM03";"       9"
"46874";"A047597";"CR32  ";"2010KW01";"      17"
"46875";"A047597";"CR32  ";"2010MM04";"       3"
"46876";"A047597";"CR32  ";"2010MM05";"       2"
"46877";"A047597";"CR32  ";"2010MM06";"       5"
"46878";"A047597";"CR32  ";"2010KW02";"      10"
"46879";"A047597";"CR32  ";"2010MM07";"      13"
"46880";"A047597";"CR32  ";"2010MM08";"       5"
"46881";"A047597";"CR32  ";"2010MM09";"       2"
"46882";"A047597";"CR32  ";"2010KW03";"      20"
"46883";"A047597";"CR32  ";"2010MM10";"       4"
"46884";"A047597";"CR32  ";"2010MM11";"       3"
"46885";"A047597";"CR32  ";"2010MM12";"       5"
"46886";"A047597";"CR32  ";"2010KW04";"      12"
"46887";"A047597";"CR32  ";"2010JJ00";"      59"
"46888";"A047597";"CR32  ";"2011MM01";"      11"
"46889";"A047597";"CR32  ";"2011MM02";"       1"
"46890";"A047597";"CR32  ";"2011MM03";"       2"
"46891";"A047597";"CR32  ";"2011KW01";"      14"
"46892";"A047597";"CR32  ";"2011MM04";"       4"
"46893";"A047597";"CR32  ";"2011MM05";"       3"
"46894";"A047597";"CR32  ";"2011MM06";"       2"
"46895";"A047597";"CR32  ";"2011KW02";"       9"
"46896";"A047597";"CR32  ";"2011MM07";"       4"
"46897";"A047597";"CR32  ";"2011MM08";"       4"
"46898";"A047597";"CR32  ";"2011MM09";"       5"
"46899";"A047597";"CR32  ";"2011KW03";"      13"
"46900";"A047597";"CR32  ";"2011MM10";"       9"
"46901";"A047597";"CR32  ";"2011MM11";"       3"
"46902";"A047597";"CR32  ";"2011MM12";"       3"
"46903";"A047597";"CR32  ";"2011KW04";"      15"
"46904";"A047597";"CR32  ";"2011JJ00";"      51"
"46905";"A047597";"CR32  ";"2012MM01";"       1"
"46906";"A047597";"CR32  ";"2012MM02";"       4"
"46907";"A047597";"CR32  ";"2012MM03";"       9"
"46908";"A047597";"CR32  ";"2012KW01";"      14"
"46909";"A047597";"CR32  ";"2012MM04";"       8"
"46910";"A047597";"CR32  ";"2012MM05";"      11"
"46911";"A047597";"CR32  ";"2012MM06";"       2"
"46912";"A047597";"CR32  ";"2012KW02";"      21"
"46913";"A047597";"CR32  ";"2012MM07";"       4"
"46914";"A047597";"CR32  ";"2012MM08";"       6"
"46915";"A047597";"CR32  ";"2012MM09";"       2"
"46916";"A047597";"CR32  ";"2012KW03";"      12"
"46917";"A047597";"CR32  ";"2012MM10";"       3"
"46918";"A047597";"CR32  ";"2012MM11";"      10"
"46919";"A047597";"CR32  ";"2012MM12";"       6"
"46920";"A047597";"CR32  ";"2012KW04";"      19"
"46921";"A047597";"CR32  ";"2012JJ00";"      66"
"46922";"A047597";"CR32  ";"2013MM01";"       8"
"46923";"A047597";"CR32  ";"2013MM02";"      12"
"46924";"A047597";"CR32  ";"2013MM03";"       7"
"46925";"A047597";"CR32  ";"2013KW01";"      27"
"46926";"A047597";"CR32  ";"2013MM04";"       5"
"46927";"A047597";"CR32  ";"2013MM05";"       8"
"46928";"A047597";"CR32  ";"2013MM06";"       3"
"46929";"A047597";"CR32  ";"2013KW02";"      16"
"46930";"A047597";"CR32  ";"2013MM07";"       6"
"46931";"A047597";"CR32  ";"2013MM08";"       4"
"46932";"A047597";"CR32  ";"2013MM09";"       7"
